unique_id,gc_switrs_col_pkey,cnn_intrsctn_fkey,cnn_sgmt_fkey,tb_latitude,tb_longitude,geocode_source,geocode_location,case_id_pkey,accident_year,proc_date,juris,collision_date,collision_time,time_cat,officer_id,reporting_district,day_of_week,chp_shift,population,cnty_city_loc,special_cond,beat_type,chp_beat_type,city_division_lapd,chp_beat_class,beat_number,primary_rd,secondary_rd,distance,direction,intersection,weather_1,weather_2,state_hwy_ind,caltrans_county,caltrans_district,state_route,route_suffix,postmile_prefix,postmile,location_type,ramp_intersection,side_of_hwy,tow_away,collision_severity,number_killed,number_injured,party_count,primary_coll_factor,pcf_code_of_viol,pcf_viol_category,pcf_violation,pcf_viol_subsection,hit_and_run,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,chp_road_type,pedestrian_accident,bicycle_accident,motorcycle_accident,truck_accident,not_private_property,alcohol_involved,stwd_vehtype_at_fault,chp_vehtype_at_fault,count_severe_inj,count_visible_inj,count_complaint_pain,count_ped_killed,count_ped_injured,count_bicyclist_killed,count_bicyclist_injured,count_mc_killed,count_mc_injured,primary_ramp,secondary_ramp,latitude_switrs,longitude_switrs,mv_involved,mv_only_one,col_comb,dph_col_type,dph_col_grp,street_view
"2235","2236",24088000,,37.7522394550908,-122.418445270354,SFPD-CROSSROADS,CITY STREET,"4766942","2010","20110617","3801","20100626","1330",B,"1887",,Saturday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,MISSION ST,24TH ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,Other,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7522394550908,-122.418445270354"
"2236","2237",25698000,"734000",37.7648432744594,-122.423112825773,SFPD-CROSSROADS,CITY STREET,"4766946","2010","20110617","3801","20100626","2255",E,"654",,Saturday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,16TH ST,ALBION ST,6,"Not Stated, in Intersection",Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Lights,"21201",D,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - No Street Lights,None,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7648432744594,-122.423112825773"
"2237","2238",25934000,,37.7773881947951,-122.426452238349,SFPD-CROSSROADS,CITY STREET,"4775203","2010","20110513","3801","20100524","734",A,"43",NORTH,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3E61K,GROVE ST,LAGUNA ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7773881947951,-122.426452238349"
"2238","2239",24106000,,37.7537030935709,-122.420812136193,SFPD-CROSSROADS,CITY STREET,"4775215","2010","20110520","3801","20100524","1758",C,"1288",MISSI,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D15D,VALENCIA ST,23RD ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21801",A,Not Hit and Run,Head-On,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7537030935709,-122.420812136193"
"2239","2240",24326000,"6259000",37.7820787317232,-122.412176309149,SFPD-CROSSROADS,CITY STREET,"4775235","2010","20110513","3801","20100525","1530",C,"50",,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,GOLDEN GATE AV,JONES ST,13,East,Not Intersection,Cloudy,Raining,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Other Hazardous Violation,"21461",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Wet,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7820787317232,-122.412176309149"
"2240","2241",25790000,"9615000",37.7610173950069,-122.432793123213,SFPD-CROSSROADS,CITY STREET,"4775236","2010","20110513","3801","20100520","1427",C,"747",MISSI,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3D63",NOE ST,18TH ST,1,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7610173950069,-122.432793123213"
"2241","2242",24431000,"7115000",37.7816786875819,-122.415510129746,SFPD-CROSSROADS,CITY STREET,"4775240","2010","20110513","3801","20100521","1034",B,"1887",TENDE,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B1D,HYDE ST,GOLDEN GATE AV,9,North,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","3",(Vehicle) Code Violation,Not Stated,Unsafe Lane Change,"21658",A,Felony,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 3 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7816786875819,-122.415510129746"
"2242","2243",25178000,,37.7840291162667,-122.419364167838,SFPD-CROSSROADS,CITY STREET,"4775243","2010","20110513","3801","20100524","2056",D,"821",NORTH,Monday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B8F,POLK ST,ELLIS ST,0,"Not Stated, in Intersection",Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Felony,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7840291162667,-122.419364167838"
"2243","2244",30725000,"12158001",37.7940398638094,-122.394196094295,SFPD-CROSSROADS,CITY STREET,"4775244","2010","20110513","3801","20100519","1825",D,"2285",SOUTH,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B60,STEUART ST,MARKET ST,226,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,3 4,J,EE,"http://maps.google.com/maps?q=&layer=c&cbll=37.7940398638094,-122.394196094295"
"2244","2245",26070000,,37.7787241078806,-122.438552277528,SFPD-CROSSROADS,CITY STREET,"4775248","2010","20110513","3801","20100518","2200",D,"1584",PARK,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B6E,DIVISADERO ST,GOLDEN GATE AV,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dark - Street Lights,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7787241078806,-122.438552277528"
"2245","2246",26428000,"12093000",37.7665062378048,-122.453002208057,SFPD-CROSSROADS,CITY STREET,"4775268","2010","20110517","3801","20100516","724",A,"942",PARK,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3F1,STANYAN ST,FREDERICK ST,51,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21453",B,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7665062378048,-122.453002208057"
"2246","2247",27191000,,37.7743088953789,-122.458371098871,SFPD-CROSSROADS,CITY STREET,"4775278","2010","20110513","3801","20100523","1430",C,"1584",PARK,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B6E,ARGUELLO BL,FULTON ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21804",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7743088953789,-122.458371098871"
"2247","2248",27939000,"2069000",37.7566428191848,-122.507807946971,SFPD-CROSSROADS,CITY STREET,"4775282","2010","20110520","3801","20100521","1840",D,"1498",,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3I13D,48TH AV,LAWTON ST,16,North,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,3 4,J,EE,"http://maps.google.com/maps?q=&layer=c&cbll=37.7566428191848,-122.507807946971"
"2248","2249",25867000,,37.7727343121861,-122.425512056182,SFPD-CROSSROADS,CITY STREET,"4775301","2010","20110520","3801","20100523","1955",D,"1398",,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3E13D,LAGUNA,HAIGHT,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Dusk - Dawn,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7727343121861,-122.425512056182"
"2249","2250",20659000,,37.7347973589846,-122.390693772588,SFPD-CROSSROADS,CITY STREET,"4775313","2010","20110520","3801","20100523","1601",C,"676",,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B6C,3RD ST,OAKDALE AV,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Pedestrian Right of Way,"21950",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7347973589846,-122.390693772588"
"2250","2251",24741000,,37.7905652372098,-122.405573745432,SFPD-CROSSROADS,CITY STREET,"4775321","2010","20110520","3801","20100523","1907",D,"676",,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B6C,GRANT AV,BUSH ST,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Passing,"21751",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,"Holes, Deep Ruts",Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7905652372098,-122.405573745432"
"2251","2252",25574000,"9694000",37.8058119506601,-122.419652565181,SFPD-CROSSROADS,CITY STREET,"4775345","2010","20110520","3801","20100522","1033",B,"1426",,Saturday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",,NORTHPOINT ST,HYDE ST,210,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Other,Not Stated,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.8058119506601,-122.419652565181"
"2252","2253",23150000,"923201",37.7377900427215,-122.475377879204,SFPD-CROSSROADS,CITY STREET,"4780128","2010","20110729","3801","20100629","830",A,"2358",3I,Tuesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3I2,19TH AV,WAWONA ST,123,North,Not Intersection,Cloudy,Not Stated,State Highway,SF,"4","1","-","-",2.11,Highway,Not Stated,Southbound,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Passing,"21750",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7377900427215,-122.475377879204"
"2253","2254",26393000,"12740000",37.7786259734583,-122.447010848176,SFPD-CROSSROADS,CITY STREET,"4784035","2010","20110520","3801","20100530","1857",D,"2175",F,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B7E,TURK ST,MASONIC AV,9,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7786259734583,-122.447010848176"
"2254","2255",30735000,"8744101",37.7886630468221,-122.402083356176,SFPD-CROSSROADS,CITY STREET,"4788405","2010","20110615","3801","20100604","1439",C,"1794",SOUTH,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B60,MARKET ST,NEW MONTGOMERY ST,25,West,Not Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",Other Than Driver,Not Stated,Other Than Driver (or Pedestrian),"0",,Not Hit and Run,Sideswipe,Other Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Not Stated,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7886630468221,-122.402083356176"
"2255","2256",24030000,"5623000",37.7609102711059,-122.411010589217,SFPD-CROSSROADS,CITY STREET,"4788413","2010","20110615","3801","20100604","1850",D,"2351",MISSI,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3D14D,FLORIDA ST,19TH ST,176,North,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21804",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7609102711059,-122.411010589217"
"1472","1473",22211000,,37.7200357422338,-122.455118452839,SFPD-CROSSROADS,CITY STREET,"3992594","2008","20090606","3801","20081130","1242",B,"740",TARAV,Sunday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B3C,GRAFTON AV,BRIGHTON AV,0,"Not Stated, in Intersection",Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","2","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"22450",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Bicycle,Bicycle,"0","1","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7200357422338,-122.455118452839"
"2256","2257",30742000,"8751201",37.7804681412425,-122.412564117339,SFPD-CROSSROADS,CITY STREET,"4788434","2010","20110615","3801","20100602","2250",E,"1881",SOUTH,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B62,MARKET ST,CHARLES J BRENNAN ST,18,West,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Traffic Signals and Signs,"21453",A,Not Hit and Run,Broadside,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,Yes,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,4 5,K,HH,"http://maps.google.com/maps?q=&layer=c&cbll=37.7804681412425,-122.412564117339"
"2257","2258",26664000,"5560000",37.7955776681358,-122.43518439301,SFPD-CROSSROADS,CITY STREET,"4788450","2010","20110615","3801","20100604","1539",C,"1866",NORTH,Friday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",4B7D,FILLMORE ST,VALLEJO ST,130,North,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","2",(Vehicle) Code Violation,Not Stated,Unsafe Speed,"22350",,Not Hit and Run,Rear End,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Bicycle,,"0","1","0","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7955776681358,-122.43518439301"
"2258","2259",25917000,"6317000",37.776362513518,-122.422871835715,SFPD-CROSSROADS,CITY STREET,"4788458","2010","20110614","3801","20100605","1413",C,"43",NORTH,Saturday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3E61K,GOUGH ST,LINDEN ALLEY,20,South,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Other Visible),"0","1","1",Unknown,Not Stated,Unknown,"0",,Not Hit and Run,Other,Not Stated,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Not Stated,,"0","1","0","0","0","0","1","0","0","-","-",,,,,"4",I,FF,"http://maps.google.com/maps?q=&layer=c&cbll=37.776362513518,-122.422871835715"
"2260","2261",23854000,"12666000",37.7704513467385,-122.403385860738,SFPD-CROSSROADS,CITY STREET,"4788511","2010","20110602","3801","20100603","730",A,"1794",SOUTH,Thursday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0",3B60,TOWNSEND ST,8TH ST,200,East,Not Intersection,Clear,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","2",(Vehicle) Code Violation,Not Stated,Improper Turning,"22107",,Not Hit and Run,Sideswipe,Bicycle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,None,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7704513467385,-122.403385860738"
"2261","2262",25965000,,37.7776999251786,-122.431574642304,SFPD-CROSSROADS,CITY STREET,"4788519","2010","20110602","3801","20100602","850",A,"779",NORTH,Wednesday,Not CHP,Incorporated (over 250000),"3801",Not Above,Not CHP,Not CHP,,"0","3.00E+62",FULTON ST,FILLMORE ST,0,"Not Stated, in Intersection",Intersection,Cloudy,Not Stated,Not State Highway,,,,,,,Not State Highway,,Not Stated/Not State Highway,No,Injury (Complaint of Pain),"0","1","3",(Vehicle) Code Violation,Not Stated,Automobile Right of Way,"21801",A,Not Hit and Run,Rear End,Parked Motor Vehicle,No Pedestrian Involved,Dry,No Unusual Condition,Not Stated,Daylight,Functioning,"0",No,Yes,No,No,Yes,No,Passenger Car/Station Wagon,,"0","0","1","0","0","0","1","0","0","-","-",,,,,1 3 4,H,CC,"http://maps.google.com/maps?q=&layer=c&cbll=37.7776999251786,-122.431574642304"
